PAYMENT_ID;PAYMENT_DATE;CASH_FLOW;SUPPLIER_ID;ORDER_ID;EMPLOYEE_ID;WAREHOUSE_ID;PAYMENT_METHOD_ID
30852;2024-08-24 00:00:00;67.43;;30853;;;1
30853;2023-11-02 00:00:00;199.37;;30854;;;7
30854;2024-03-13 00:00:00;343.11;;30855;;;4
30855;2024-07-21 00:00:00;87.11;;30856;;;3
30856;2024-01-22 00:00:00;40.05;;30857;;;7
30857;2023-12-01 00:00:00;468.66;;30858;;;1
30858;2023-10-29 00:00:00;525.63;;30859;;;2
30859;2024-04-05 00:00:00;1374.11;;30860;;;6
30860;2023-12-14 00:00:00;378.49;;30861;;;7
30861;2024-04-04 00:00:00;650.61;;30862;;;7
30862;2023-11-19 00:00:00;497.85;;30863;;;4
30863;2024-08-23 00:00:00;350.84;;30864;;;2
30864;2024-06-07 00:00:00;274.51;;30865;;;2
30865;2023-12-24 00:00:00;75.81;;30866;;;7
30866;2023-10-27 00:00:00;371.79;;30867;;;6
30867;2023-09-28 00:00:00;172.24;;30868;;;1
30868;2023-10-16 00:00:00;42.17;;30869;;;3
30869;2024-07-19 00:00:00;267.72;;30870;;;7
30870;2023-12-31 00:00:00;324.84;;30871;;;2
30871;2023-12-01 00:00:00;471.23;;30872;;;5
30872;2024-01-27 00:00:00;68.28;;30873;;;6
30873;2023-11-06 00:00:00;775.66;;30874;;;2
30874;2024-08-05 00:00:00;292.89;;30875;;;4
30875;2024-02-08 00:00:00;444.47;;30876;;;1
30876;2024-03-05 00:00:00;529.53;;30877;;;6
30877;2023-09-20 00:00:00;638.26;;30878;;;6
30878;2023-10-31 00:00:00;113.58;;30879;;;7
30879;2023-10-26 00:00:00;342.39;;30880;;;3
30880;2024-04-11 00:00:00;522.7;;30881;;;3
30881;2024-01-29 00:00:00;143.88;;30882;;;1
30882;2024-04-09 00:00:00;144.78;;30883;;;1
30883;2023-11-07 00:00:00;270.95;;30884;;;7
30884;2023-12-30 00:00:00;104.41;;30885;;;2
30885;2024-06-29 00:00:00;364.21;;30886;;;1
30886;2023-09-19 00:00:00;328.53;;30887;;;4
30887;2023-12-18 00:00:00;373.39;;30888;;;2
30888;2023-10-12 00:00:00;573.87;;30889;;;6
30889;2023-12-05 00:00:00;304.38;;30890;;;3
30890;2023-11-21 00:00:00;283.29;;30891;;;6
30891;2024-05-27 00:00:00;9.44;;30892;;;3
30892;2024-03-11 00:00:00;102.26;;30893;;;4
30893;2024-07-24 00:00:00;404.07;;30894;;;7
30894;2024-06-29 00:00:00;40.14;;30895;;;1
30895;2024-06-17 00:00:00;344.88;;30896;;;6
30896;2024-08-01 00:00:00;358.26;;30897;;;2
30897;2023-11-26 00:00:00;61.06;;30898;;;3
30898;2024-04-23 00:00:00;773.38;;30899;;;6
30899;2024-02-24 00:00:00;260.58;;30900;;;2
30900;2024-02-17 00:00:00;500.55;;30901;;;4
30901;2024-09-24 00:00:00;537.25;;30902;;;7
30902;2024-03-08 00:00:00;128.23;;30903;;;4
30903;2023-12-13 00:00:00;140.79;;30904;;;1
30904;2023-12-16 00:00:00;62.64;;30905;;;7
30905;2023-10-20 00:00:00;15.35;;30906;;;3
30906;2024-04-26 00:00:00;223.38;;30907;;;4
30907;2024-03-22 00:00:00;374.66;;30908;;;1
30908;2023-11-19 00:00:00;100.87;;30909;;;6
30909;2024-01-28 00:00:00;85.88;;30910;;;1
30910;2024-06-02 00:00:00;160.73;;30911;;;2
30911;2023-12-06 00:00:00;282.17;;30912;;;3
30912;2024-09-17 00:00:00;588.06;;30913;;;6
30913;2023-12-07 00:00:00;257.01;;30914;;;7
30914;2024-08-29 00:00:00;476.04;;30915;;;2
30915;2024-03-18 00:00:00;272.45;;30916;;;3
30916;2024-02-20 00:00:00;125.29;;30917;;;1
30917;2023-09-26 00:00:00;122.62;;30918;;;7
30918;2024-03-18 00:00:00;537.11;;30919;;;5
30919;2024-01-09 00:00:00;345.08;;30920;;;6
30920;2024-06-07 00:00:00;244.84;;30921;;;2
30921;2023-10-31 00:00:00;18.14;;30922;;;3
30922;2024-08-24 00:00:00;225.8;;30923;;;1
30923;2023-12-01 00:00:00;270.36;;30924;;;7
30924;2024-04-04 00:00:00;497.35;;30925;;;6
30925;2023-09-12 00:00:00;286.74;;30926;;;7
30926;2024-06-18 00:00:00;91.91;;30927;;;2
30927;2023-12-21 00:00:00;82.85;;30928;;;7
30928;2023-10-16 00:00:00;82.81;;30929;;;6
30929;2024-01-14 00:00:00;61.92;;30930;;;2
30930;2024-01-10 00:00:00;39.27;;30931;;;3
30931;2023-10-25 00:00:00;186.65;;30932;;;6
30932;2024-02-10 00:00:00;110.55;;30933;;;7
30933;2023-12-25 00:00:00;642.78;;30934;;;6
30934;2024-08-08 00:00:00;47.77;;30935;;;3
30935;2024-01-27 00:00:00;269.81;;30936;;;4
30936;2024-05-18 00:00:00;286.76;;30937;;;4
30937;2024-03-08 00:00:00;259.9;;30938;;;1
30938;2024-07-06 00:00:00;109.07;;30939;;;3
30939;2024-07-30 00:00:00;222.89;;30940;;;6
30940;2024-01-13 00:00:00;58.1;;30941;;;6
30941;2024-07-15 00:00:00;85.94;;30942;;;5
30942;2023-10-12 00:00:00;75.07;;30943;;;4
30943;2024-01-19 00:00:00;304.05;;30944;;;2
30944;2024-04-04 00:00:00;431.29;;30945;;;1
30945;2023-12-05 00:00:00;99.13;;30946;;;5
30946;2024-08-02 00:00:00;208.76;;30947;;;2
30947;2023-12-28 00:00:00;416.42;;30948;;;6
30948;2024-01-13 00:00:00;135.64;;30949;;;2
30949;2023-11-27 00:00:00;100.18;;30950;;;1
30950;2024-09-27 00:00:00;121.58;;30951;;;4
30951;2024-02-12 00:00:00;213.36;;30952;;;2
30952;2024-06-28 00:00:00;60.15;;30953;;;6
30953;2023-10-17 00:00:00;262.21;;30954;;;1
30954;2024-01-13 00:00:00;377.35;;30955;;;5
30955;2024-07-25 00:00:00;461.77;;30956;;;5
30956;2024-04-06 00:00:00;5.97;;30957;;;7
30957;2024-03-22 00:00:00;100.83;;30958;;;4
30958;2024-06-13 00:00:00;165.89;;30959;;;2
30959;2024-09-04 00:00:00;99.78;;30960;;;7
30960;2024-01-31 00:00:00;123.53;;30961;;;1
30961;2023-11-03 00:00:00;148.62;;30962;;;3
30962;2023-09-29 00:00:00;462.79;;30963;;;7
30963;2023-10-04 00:00:00;25.75;;30964;;;4
30964;2024-07-30 00:00:00;331.57;;30965;;;7
30965;2023-10-07 00:00:00;374.03;;30966;;;2
30966;2023-10-11 00:00:00;205.72;;30967;;;6
30967;2024-02-19 00:00:00;176.96;;30968;;;1
30968;2024-01-16 00:00:00;74.42;;30969;;;3
30969;2024-04-16 00:00:00;142.52;;30970;;;4
30970;2024-04-20 00:00:00;60.13;;30971;;;3
30971;2023-11-19 00:00:00;21.91;;30972;;;7
30972;2024-08-25 00:00:00;347.13;;30973;;;3
30973;2023-10-20 00:00:00;86.8;;30974;;;7
30974;2024-05-09 00:00:00;68.42;;30975;;;2
30975;2024-02-27 00:00:00;280.31;;30976;;;2
30976;2024-04-05 00:00:00;325.41;;30977;;;3
30977;2023-11-13 00:00:00;164.97;;30978;;;3
30978;2023-09-26 00:00:00;313.88;;30979;;;6
30979;2023-10-08 00:00:00;133.37;;30980;;;1
30980;2024-09-18 00:00:00;78.31;;30981;;;1
30981;2023-12-17 00:00:00;273.11;;30982;;;4
30982;2024-05-27 00:00:00;99.84;;30983;;;5
30983;2024-02-22 00:00:00;410.66;;30984;;;1
30984;2024-09-10 00:00:00;115.13;;30985;;;4
30985;2023-12-23 00:00:00;515.99;;30986;;;3
30986;2024-07-19 00:00:00;288.91;;30987;;;6
30987;2023-10-22 00:00:00;210.87;;30988;;;2
30988;2023-11-14 00:00:00;276.39;;30989;;;5
30989;2024-05-11 00:00:00;20.3;;30990;;;5
30990;2024-02-08 00:00:00;102.26;;30991;;;2
30991;2023-12-01 00:00:00;135.6;;30992;;;7
30992;2024-06-05 00:00:00;217.61;;30993;;;7
30993;2024-06-20 00:00:00;353.79;;30994;;;1
30994;2023-12-10 00:00:00;510.5;;30995;;;6
30995;2024-04-27 00:00:00;295.02;;30996;;;3
30996;2024-05-31 00:00:00;468.18;;30997;;;2
30997;2023-12-08 00:00:00;193.24;;30998;;;5
30998;2024-04-29 00:00:00;411.67;;30999;;;6
30999;2024-01-03 00:00:00;524.97;;31000;;;4
31000;2024-04-20 00:00:00;72.84;;31001;;;1
31001;2024-10-01 00:00:00;188.21;;31002;;;7
31002;2023-11-15 00:00:00;206.39;;31003;;;6
31003;2024-05-27 00:00:00;607.85;;31004;;;2
31004;2024-01-06 00:00:00;42.05;;31005;;;2
31005;2023-10-23 00:00:00;268.54;;31006;;;5
31006;2024-05-07 00:00:00;540.43;;31007;;;3
31007;2023-12-04 00:00:00;316.29;;31008;;;5
31008;2024-04-17 00:00:00;318.61;;31009;;;1
31009;2023-11-20 00:00:00;295.56;;31010;;;1
31010;2024-03-24 00:00:00;629.51;;31011;;;5
31011;2024-06-14 00:00:00;352.87;;31012;;;3
31012;2023-10-04 00:00:00;780.46;;31013;;;5
31013;2024-03-05 00:00:00;274.05;;31014;;;3
31014;2023-11-10 00:00:00;206.25;;31015;;;7
31015;2024-07-03 00:00:00;16.52;;31016;;;7
31016;2023-11-12 00:00:00;141.74;;31017;;;5
31017;2024-09-11 00:00:00;733.15;;31018;;;1
31018;2024-06-30 00:00:00;330.94;;31019;;;2
31019;2024-08-16 00:00:00;52.18;;31020;;;4
31020;2024-03-21 00:00:00;347.22;;31021;;;1
31021;2024-06-06 00:00:00;527.22;;31022;;;3
31022;2024-06-07 00:00:00;162.12;;31023;;;1
31023;2023-10-16 00:00:00;271.48;;31024;;;5
31024;2024-08-27 00:00:00;904.05;;31025;;;5
31025;2024-05-28 00:00:00;32.02;;31026;;;7
31026;2024-02-29 00:00:00;511.73;;31027;;;2
31027;2024-09-06 00:00:00;241.74;;31028;;;1
31028;2024-03-29 00:00:00;3307.27;;31029;;;6
31029;2023-10-05 00:00:00;605.89;;31030;;;1
31030;2023-09-27 00:00:00;237.64;;31031;;;3
31031;2024-03-03 00:00:00;706.96;;31032;;;1
31032;2024-05-10 00:00:00;45.25;;31033;;;4
31033;2023-11-21 00:00:00;939.4;;31034;;;7
31034;2024-05-15 00:00:00;15.28;;31035;;;1
31035;2023-11-29 00:00:00;235.92;;31036;;;6
31036;2023-10-11 00:00:00;523.11;;31037;;;4
31037;2023-11-17 00:00:00;549.71;;31038;;;7
31038;2024-06-28 00:00:00;15.12;;31039;;;3
31039;2023-10-22 00:00:00;89.36;;31040;;;1
31040;2024-03-04 00:00:00;573.94;;31041;;;2
31041;2024-05-13 00:00:00;85.96;;31042;;;7
31042;2024-01-26 00:00:00;138.89;;31043;;;1
31043;2024-01-16 00:00:00;188.55;;31044;;;7
31044;2024-06-30 00:00:00;325.17;;31045;;;1
31045;2024-09-03 00:00:00;592.98;;31046;;;1
31046;2024-05-20 00:00:00;442.89;;31047;;;5
31047;2023-12-30 00:00:00;28.93;;31048;;;7
31048;2023-12-07 00:00:00;159.11;;31049;;;1
31049;2024-05-29 00:00:00;135.13;;31050;;;7
31050;2023-11-28 00:00:00;701.13;;31051;;;7
31051;2024-07-14 00:00:00;73.91;;31052;;;1
31052;2024-05-27 00:00:00;333.64;;31053;;;1
31053;2023-10-26 00:00:00;253.55;;31054;;;1
31054;2024-03-21 00:00:00;90.27;;31055;;;7
31055;2024-09-02 00:00:00;72.56;;31056;;;3
31056;2024-07-21 00:00:00;73.11;;31057;;;6
31057;2024-06-10 00:00:00;273.46;;31058;;;6
31058;2024-01-08 00:00:00;98.6;;31059;;;7
31059;2023-10-16 00:00:00;266.81;;31060;;;6
31060;2024-03-19 00:00:00;99.21;;31061;;;2
31061;2024-06-10 00:00:00;90.62;;31062;;;2
31062;2024-08-12 00:00:00;637.99;;31063;;;2
31063;2024-01-18 00:00:00;316.01;;31064;;;2
31064;2024-06-02 00:00:00;158.54;;31065;;;6
31065;2024-07-09 00:00:00;268.94;;31066;;;2
31066;2023-10-30 00:00:00;364.48;;31067;;;6
31067;2024-06-11 00:00:00;461.36;;31068;;;5
31068;2023-10-17 00:00:00;56.58;;31069;;;3
31069;2024-05-06 00:00:00;109.69;;31070;;;1
31070;2023-10-05 00:00:00;151.55;;31071;;;4
31071;2024-01-23 00:00:00;276.65;;31072;;;4
31072;2023-10-04 00:00:00;220.95;;31073;;;5
31073;2024-08-23 00:00:00;107.86;;31074;;;7
31074;2024-03-08 00:00:00;322.39;;31075;;;1
31075;2023-12-30 00:00:00;371.96;;31076;;;1
31076;2024-03-03 00:00:00;178.37;;31077;;;5
31077;2023-11-08 00:00:00;293.1;;31078;;;1
31078;2024-02-07 00:00:00;112.64;;31079;;;6
31079;2024-07-02 00:00:00;66.28;;31080;;;2
31080;2024-05-15 00:00:00;157.92;;31081;;;4
31081;2023-10-09 00:00:00;28.53;;31082;;;1
31082;2024-02-19 00:00:00;502.95;;31083;;;1
31083;2024-05-04 00:00:00;556.84;;31084;;;2
31084;2024-05-06 00:00:00;53.25;;31085;;;2
31085;2024-07-28 00:00:00;52.02;;31086;;;2
31086;2024-02-06 00:00:00;217.66;;31087;;;6
31087;2024-06-21 00:00:00;313.53;;31088;;;3
31088;2024-08-03 00:00:00;325.36;;31089;;;1
31089;2023-11-02 00:00:00;50.02;;31090;;;1
31090;2023-11-25 00:00:00;163.86;;31091;;;2
31091;2024-06-20 00:00:00;803.83;;31092;;;6
31092;2024-06-19 00:00:00;509.51;;31093;;;3
31093;2024-01-11 00:00:00;194.72;;31094;;;5
31094;2024-09-21 00:00:00;611.53;;31095;;;5
31095;2024-04-12 00:00:00;680.03;;31096;;;5
31096;2024-03-27 00:00:00;10.84;;31097;;;5
31097;2024-07-27 00:00:00;323.85;;31098;;;4
31098;2023-10-17 00:00:00;407.6;;31099;;;5
31099;2024-06-16 00:00:00;355.07;;31100;;;7
31100;2024-09-01 00:00:00;62.98;;31101;;;3
31101;2024-07-18 00:00:00;501.62;;31102;;;6
31102;2024-06-01 00:00:00;55.6;;31103;;;6
31103;2024-09-27 00:00:00;285.94;;31104;;;6
31104;2024-03-20 00:00:00;253.24;;31105;;;6
31105;2023-11-24 00:00:00;313.52;;31106;;;7
31106;2024-08-29 00:00:00;192.91;;31107;;;3
31107;2024-03-03 00:00:00;16.32;;31108;;;1
31108;2024-09-06 00:00:00;41.36;;31109;;;1
31109;2024-09-04 00:00:00;335.37;;31110;;;1
31110;2024-08-04 00:00:00;312.54;;31111;;;1
31111;2023-12-16 00:00:00;163.33;;31112;;;2
31112;2024-05-01 00:00:00;717.69;;31113;;;3
31113;2024-09-04 00:00:00;372.54;;31114;;;6
31114;2024-02-07 00:00:00;120.92;;31115;;;7
31115;2024-05-25 00:00:00;165.69;;31116;;;3
31116;2024-08-24 00:00:00;104.58;;31117;;;1
31117;2024-03-22 00:00:00;616.33;;31118;;;5
31118;2024-04-14 00:00:00;567.54;;31119;;;5
31119;2023-11-20 00:00:00;169.37;;31120;;;2
31120;2024-01-06 00:00:00;131.58;;31121;;;6
31121;2023-09-24 00:00:00;95.81;;31122;;;6
31122;2024-04-11 00:00:00;200.28;;31123;;;1
31123;2023-12-07 00:00:00;428.93;;31124;;;6
31124;2024-05-23 00:00:00;509.54;;31125;;;1
31125;2023-11-23 00:00:00;157.6;;31126;;;5
31126;2024-04-22 00:00:00;255.42;;31127;;;6
31127;2024-05-11 00:00:00;89.57;;31128;;;1
31128;2023-11-06 00:00:00;294.9;;31129;;;1
31129;2024-08-21 00:00:00;216.53;;31130;;;2
31130;2024-01-11 00:00:00;1358.31;;31131;;;4
31131;2024-09-15 00:00:00;314.09;;31132;;;5
31132;2023-12-04 00:00:00;36.15;;31133;;;7
31133;2024-05-20 00:00:00;116.1;;31134;;;2
31134;2023-10-13 00:00:00;67.59;;31135;;;1
31135;2024-05-18 00:00:00;134.25;;31136;;;2
31136;2024-04-07 00:00:00;60.64;;31137;;;3
31137;2024-04-13 00:00:00;124.84;;31138;;;6
31138;2023-12-10 00:00:00;314.83;;31139;;;1
31139;2023-09-23 00:00:00;745.98;;31140;;;1
31140;2024-06-13 00:00:00;488.43;;31141;;;3
31141;2024-04-14 00:00:00;466.23;;31142;;;2
31142;2024-03-25 00:00:00;102.07;;31143;;;4
31143;2024-09-05 00:00:00;132.89;;31144;;;6
31144;2024-01-24 00:00:00;401.26;;31145;;;3
31145;2023-10-12 00:00:00;366.07;;31146;;;7
31146;2023-12-15 00:00:00;351.13;;31147;;;5
31147;2024-05-14 00:00:00;107.67;;31148;;;4
31148;2024-07-13 00:00:00;136.22;;31149;;;6
31149;2024-05-05 00:00:00;299.13;;31150;;;1
31150;2024-05-05 00:00:00;198.48;;31151;;;3
31151;2024-06-10 00:00:00;120.93;;31152;;;3
31152;2023-11-15 00:00:00;316.05;;31153;;;1
31153;2024-08-02 00:00:00;34.69;;31154;;;1
31154;2024-05-19 00:00:00;412.67;;31155;;;3
31155;2023-10-05 00:00:00;260.06;;31156;;;3
31156;2024-04-02 00:00:00;682.49;;31157;;;5
31157;2023-12-30 00:00:00;363.61;;31158;;;5
31158;2023-11-25 00:00:00;33.03;;31159;;;2
31159;2024-09-17 00:00:00;934.12;;31160;;;1
31160;2024-01-06 00:00:00;177.87;;31161;;;5
31161;2024-05-18 00:00:00;84.46;;31162;;;4
31162;2024-04-21 00:00:00;205.2;;31163;;;1
31163;2024-02-10 00:00:00;239.56;;31164;;;2
31164;2024-07-22 00:00:00;120.78;;31165;;;2
31165;2024-03-25 00:00:00;388.39;;31166;;;5
31166;2023-12-10 00:00:00;421.52;;31167;;;7
31167;2023-11-05 00:00:00;55.25;;31168;;;6
31168;2024-07-11 00:00:00;473.25;;31169;;;5
31169;2024-05-01 00:00:00;75.42;;31170;;;2
31170;2024-02-12 00:00:00;422.18;;31171;;;4
31171;2024-10-01 00:00:00;74.74;;31172;;;7
31172;2024-07-30 00:00:00;93.74;;31173;;;5
31173;2024-06-25 00:00:00;249.48;;31174;;;3
31174;2024-02-01 00:00:00;417.32;;31175;;;5
31175;2024-06-08 00:00:00;286.31;;31176;;;5
31176;2024-02-18 00:00:00;190.68;;31177;;;1
31177;2023-10-20 00:00:00;51.45;;31178;;;2
31178;2024-05-05 00:00:00;268.86;;31179;;;5
31179;2023-11-19 00:00:00;886.08;;31180;;;1
31180;2024-07-06 00:00:00;128.55;;31181;;;4
31181;2024-05-11 00:00:00;321.98;;31182;;;1
31182;2023-11-23 00:00:00;1045.09;;31183;;;7
31183;2023-11-04 00:00:00;79.48;;31184;;;1
31184;2024-09-27 00:00:00;64.88;;31185;;;6
31185;2023-12-20 00:00:00;163.8;;31186;;;6
31186;2023-11-26 00:00:00;362.81;;31187;;;5
31187;2024-01-10 00:00:00;169.85;;31188;;;2
31188;2023-10-27 00:00:00;311.45;;31189;;;3
31189;2024-08-17 00:00:00;171.76;;31190;;;4
31190;2023-10-27 00:00:00;228.53;;31191;;;2
31191;2024-04-11 00:00:00;114.91;;31192;;;2
31192;2024-07-06 00:00:00;455.96;;31193;;;6
31193;2024-06-24 00:00:00;294.52;;31194;;;3
31194;2023-10-21 00:00:00;361.98;;31195;;;4
31195;2024-01-14 00:00:00;281.88;;31196;;;5
31196;2024-08-18 00:00:00;224.38;;31197;;;1
31197;2024-05-23 00:00:00;308.43;;31198;;;1
31198;2024-03-18 00:00:00;492.9;;31199;;;3
31199;2024-08-29 00:00:00;353.75;;31200;;;4
31200;2024-04-06 00:00:00;528.0;;31201;;;1
31201;2024-06-19 00:00:00;111.1;;31202;;;3
31202;2023-12-19 00:00:00;138.39;;31203;;;5
31203;2023-11-24 00:00:00;626.88;;31204;;;7
31204;2023-11-10 00:00:00;252.81;;31205;;;3
31205;2024-08-04 00:00:00;248.27;;31206;;;4
31206;2024-01-29 00:00:00;507.78;;31207;;;4
31207;2024-09-25 00:00:00;245.88;;31208;;;6
31208;2024-07-29 00:00:00;623.76;;31209;;;1
31209;2024-06-19 00:00:00;204.47;;31210;;;5
31210;2023-11-30 00:00:00;489.31;;31211;;;2
31211;2024-04-12 00:00:00;618.05;;31212;;;4
31212;2024-01-02 00:00:00;415.89;;31213;;;5
31213;2023-10-10 00:00:00;121.29;;31214;;;3
31214;2023-11-06 00:00:00;681.5;;31215;;;5
31215;2024-03-18 00:00:00;224.21;;31216;;;4
31216;2023-10-19 00:00:00;563.97;;31217;;;7
31217;2024-07-01 00:00:00;10.64;;31218;;;4
31218;2024-08-03 00:00:00;275.37;;31219;;;3
31219;2024-08-04 00:00:00;616.16;;31220;;;4
31220;2023-11-14 00:00:00;223.58;;31221;;;3
31221;2024-06-21 00:00:00;125.35;;31222;;;4
31222;2024-08-19 00:00:00;66.48;;31223;;;4
31223;2024-09-24 00:00:00;126.13;;31224;;;2
31224;2024-01-23 00:00:00;783.09;;31225;;;7
31225;2023-11-08 00:00:00;254.45;;31226;;;5
31226;2024-05-12 00:00:00;91.4;;31227;;;7
31227;2024-07-15 00:00:00;65.6;;31228;;;5
31228;2023-12-25 00:00:00;251.94;;31229;;;7
31229;2023-11-04 00:00:00;477.3;;31230;;;5
31230;2024-04-03 00:00:00;724.61;;31231;;;7
31231;2024-07-18 00:00:00;114.93;;31232;;;6
31232;2024-01-10 00:00:00;141.5;;31233;;;6
31233;2023-11-09 00:00:00;14.13;;31234;;;3
31234;2024-03-09 00:00:00;285.31;;31235;;;4
31235;2024-03-10 00:00:00;13.33;;31236;;;7
31236;2024-01-12 00:00:00;26.96;;31237;;;4
31237;2023-12-08 00:00:00;418.1;;31238;;;2
31238;2024-02-20 00:00:00;176.5;;31239;;;2
31239;2023-10-27 00:00:00;401.42;;31240;;;6
31240;2023-11-11 00:00:00;281.45;;31241;;;2
31241;2024-06-23 00:00:00;897.83;;31242;;;2
31242;2024-03-05 00:00:00;246.68;;31243;;;2
31243;2024-09-09 00:00:00;486.73;;31244;;;4
31244;2023-12-28 00:00:00;125.35;;31245;;;3
31245;2024-01-15 00:00:00;6.52;;31246;;;1
31246;2024-07-19 00:00:00;888.95;;31247;;;7
31247;2023-10-27 00:00:00;61.41;;31248;;;6
31248;2024-08-30 00:00:00;248.93;;31249;;;7
31249;2023-11-04 00:00:00;229.83;;31250;;;2
31250;2024-07-25 00:00:00;176.65;;31251;;;1
31251;2024-07-27 00:00:00;555.86;;31252;;;1
31252;2024-01-08 00:00:00;245.47;;31253;;;4
31253;2023-11-13 00:00:00;1066.59;;31254;;;5
31254;2023-09-22 00:00:00;591.37;;31255;;;3
31255;2024-06-25 00:00:00;614.77;;31256;;;7
31256;2024-06-12 00:00:00;17.4;;31257;;;7
31257;2024-04-10 00:00:00;485.43;;31258;;;4
31258;2024-05-27 00:00:00;551.18;;31259;;;5
31259;2024-05-22 00:00:00;475.19;;31260;;;3
31260;2024-08-09 00:00:00;227.61;;31261;;;2
31261;2024-03-11 00:00:00;323.13;;31262;;;7
31262;2024-09-07 00:00:00;277.1;;31263;;;4
31263;2024-01-18 00:00:00;510.49;;31264;;;6
31264;2024-03-03 00:00:00;156.16;;31265;;;2
31265;2023-10-29 00:00:00;104.68;;31266;;;1
31266;2024-06-02 00:00:00;822.65;;31267;;;2
31267;2024-02-25 00:00:00;1175.21;;31268;;;2
31268;2024-03-04 00:00:00;386.1;;31269;;;3
31269;2024-02-14 00:00:00;327.44;;31270;;;6
31270;2024-03-04 00:00:00;324.01;;31271;;;2
31271;2023-12-19 00:00:00;201.01;;31272;;;1
31272;2023-12-08 00:00:00;13.93;;31273;;;5
31273;2024-03-29 00:00:00;652.91;;31274;;;2
31274;2024-06-15 00:00:00;169.08;;31275;;;2
31275;2023-12-03 00:00:00;247.57;;31276;;;1
31276;2024-03-01 00:00:00;32.5;;31277;;;7
31277;2024-02-02 00:00:00;289.22;;31278;;;3
31278;2024-03-15 00:00:00;580.95;;31279;;;2
31279;2023-12-11 00:00:00;85.66;;31280;;;6
31280;2024-01-05 00:00:00;983.66;;31281;;;5
31281;2024-04-07 00:00:00;546.26;;31282;;;6
31282;2023-12-07 00:00:00;53.94;;31283;;;5
31283;2024-06-09 00:00:00;134.18;;31284;;;1
31284;2024-08-02 00:00:00;538.63;;31285;;;4
31285;2023-11-18 00:00:00;220.1;;31286;;;1
31286;2024-09-04 00:00:00;451.35;;31287;;;2
31287;2024-02-14 00:00:00;881.13;;31288;;;2
31288;2024-06-18 00:00:00;350.88;;31289;;;7
31289;2023-10-04 00:00:00;271.61;;31290;;;7
31290;2024-02-04 00:00:00;32.39;;31291;;;5
31291;2023-12-05 00:00:00;14.49;;31292;;;4
31292;2024-02-26 00:00:00;647.13;;31293;;;5
31293;2024-03-30 00:00:00;50.56;;31294;;;7
31294;2024-05-01 00:00:00;199.22;;31295;;;4
31295;2024-01-27 00:00:00;766.08;;31296;;;5
31296;2023-10-12 00:00:00;145.53;;31297;;;5
31297;2024-09-11 00:00:00;266.69;;31298;;;1
31298;2024-08-07 00:00:00;293.77;;31299;;;6
31299;2024-03-03 00:00:00;3.2;;31300;;;2
31300;2024-04-25 00:00:00;579.39;;31301;;;7
31301;2024-03-24 00:00:00;58.3;;31302;;;4
31302;2024-04-26 00:00:00;60.88;;31303;;;4
31303;2024-02-06 00:00:00;60.74;;31304;;;7
31304;2023-11-18 00:00:00;457.36;;31305;;;1
31305;2024-08-31 00:00:00;346.89;;31306;;;5
31306;2024-05-23 00:00:00;211.31;;31307;;;2
31307;2024-01-22 00:00:00;316.13;;31308;;;2
31308;2023-11-01 00:00:00;399.99;;31309;;;3
31309;2024-01-28 00:00:00;676.32;;31310;;;5
31310;2024-07-06 00:00:00;340.12;;31311;;;7
31311;2024-09-09 00:00:00;195.29;;31312;;;6
31312;2023-11-18 00:00:00;117.49;;31313;;;6
31313;2024-06-14 00:00:00;216.21;;31314;;;5
31314;2023-11-16 00:00:00;678.4;;31315;;;7
31315;2024-05-08 00:00:00;242.56;;31316;;;1
31316;2024-02-20 00:00:00;51.07;;31317;;;5
31317;2023-11-17 00:00:00;763.27;;31318;;;2
31318;2024-01-24 00:00:00;378.63;;31319;;;3
31319;2024-07-29 00:00:00;158.71;;31320;;;3
31320;2024-03-10 00:00:00;490.14;;31321;;;4
31321;2024-01-23 00:00:00;396.07;;31322;;;5
31322;2024-07-09 00:00:00;360.78;;31323;;;5
31323;2024-07-22 00:00:00;340.99;;31324;;;6
31324;2023-10-23 00:00:00;156.85;;31325;;;1
31325;2024-05-20 00:00:00;345.72;;31326;;;5
31326;2024-01-31 00:00:00;136.5;;31327;;;5
31327;2024-02-21 00:00:00;712.54;;31328;;;5
31328;2024-01-19 00:00:00;88.6;;31329;;;2
31329;2024-02-10 00:00:00;1649.98;;31330;;;6
31330;2024-01-10 00:00:00;125.08;;31331;;;2
31331;2023-09-30 00:00:00;72.04;;31332;;;7
31332;2024-03-08 00:00:00;321.04;;31333;;;5
31333;2024-01-13 00:00:00;129.5;;31334;;;6
31334;2023-12-15 00:00:00;121.82;;31335;;;1
31335;2023-10-12 00:00:00;755.93;;31336;;;6
31336;2024-09-28 00:00:00;584.36;;31337;;;1
31337;2024-01-07 00:00:00;163.38;;31338;;;7
31338;2024-06-23 00:00:00;27.63;;31339;;;6
31339;2024-02-05 00:00:00;226.34;;31340;;;5
31340;2024-02-15 00:00:00;92.85;;31341;;;7
31341;2024-06-25 00:00:00;221.78;;31342;;;7
31342;2024-01-18 00:00:00;11.94;;31343;;;1
31343;2023-12-14 00:00:00;34.53;;31344;;;3
31344;2024-01-17 00:00:00;868.11;;31345;;;5
31345;2024-04-15 00:00:00;307.2;;31346;;;5
31346;2024-01-14 00:00:00;106.07;;31347;;;6
31347;2024-03-25 00:00:00;146.83;;31348;;;2
