SHOPPING_CART_ID; DELETED_ON; CREATED_ON; AMOUNT_OF_PRODUCTS; CUSTOMER_ID
37618; ;2024-05-10;7;
37619; ;2024-01-08;3;
37620; ;2024-04-17;31;
37621; ;2024-03-15;6;
37622; ;2024-01-11;5;
37623; ;2024-02-13;15;
37624; ;2024-06-26;5;
37625; ;2024-01-21;13;
37626; ;2024-03-13;6;
37627; ;2024-06-18;17;
37628; ;2024-02-01;17;
37629; ;2024-01-18;22;
37630; ;2024-05-09;2;68
37631; ;2024-05-09;13;
37632; ;2024-04-08;9;
37633; ;2024-06-13;13;22
37634; ;2024-01-03;6;
37635; ;2024-01-07;7;
37636; ;2024-02-28;12;
37637; ;2024-06-23;5;
37638; ;2024-06-06;31;
37639; ;2024-03-24;48;
37640; ;2024-06-16;12;
37641; ;2024-06-18;5;83
37642; ;2024-02-01;23;
37643; ;2024-02-10;17;
37644; ;2024-04-15;4;
37645; ;2024-05-30;1;
37646; ;2024-05-14;10;
37647; ;2024-06-22;12;
37648; ;2024-03-11;9;
37649; ;2024-05-07;4;
37650; ;2024-04-12;2;
37651; ;2024-02-28;8;
37652; ;2024-03-01;11;65
37653; ;2024-01-04;5;
37654; ;2024-04-02;21;
37655; ;2024-01-11;15;
37656; ;2024-03-13;3;
37657; ;2024-02-28;9;
37658; ;2024-04-16;4;
37659; ;2024-06-22;17;
37660; ;2024-02-07;10;
37661; ;2024-02-12;30;
37662; ;2024-02-07;5;
37663; ;2024-06-04;3;
37664; ;2024-05-11;26;
37665; ;2024-04-04;14;
37666; ;2024-02-03;22;
37667; ;2024-04-14;14;
37668; ;2024-03-10;15;100
37669; ;2024-02-07;9;
37670; ;2024-04-15;29;
37671; ;2024-06-19;13;
37672; ;2024-06-19;4;
37673; ;2024-03-06;2;
37674; ;2024-01-07;32;
37675; ;2024-01-04;14;
37676; ;2024-02-29;23;
37677; ;2024-02-19;6;
37678; ;2024-06-24;29;
37679; ;2024-04-17;7;
37680; ;2024-02-23;2;
37681; ;2024-02-10;13;
37682; ;2024-04-16;8;
37683; ;2024-05-10;4;
37684; ;2024-04-23;8;
37685; ;2024-05-01;6;
37686; ;2024-02-16;12;
37687; ;2024-04-28;28;
37688; ;2024-03-07;10;
37689; ;2024-01-14;4;
37690; ;2024-04-01;8;
37691; ;2024-04-19;7;
37692; ;2024-02-08;29;
37693; ;2024-04-19;9;67
37694; ;2024-02-23;5;
37695; ;2024-03-18;13;
37696; ;2024-03-16;16;
37697; ;2024-02-12;30;
37698; ;2024-03-06;6;73
37699; ;2024-03-01;14;
37700; ;2024-05-14;22;
37701; ;2024-03-24;5;
37702; ;2024-06-24;21;
37703; ;2024-03-29;19;
37704; ;2024-02-13;27;27
37705; ;2024-06-09;3;
37706; ;2024-04-20;13;
37707; ;2024-04-26;6;
37708; ;2024-01-16;4;
37709; ;2024-01-02;3;
37710; ;2024-03-15;7;
37711; ;2024-03-09;8;
37712; ;2024-02-19;6;
37713; ;2024-03-13;13;
37714; ;2024-01-18;3;
37715; ;2024-04-17;7;76
37716; ;2024-04-27;5;
37717; ;2024-01-25;26;
37718; ;2024-03-30;11;
37719; ;2024-04-28;9;
37720; ;2024-05-24;9;
37721; ;2024-04-01;10;
37722; ;2024-06-24;1;
37723; ;2024-06-24;10;
37724; ;2024-05-07;3;
37725; ;2024-03-26;4;
37726; ;2024-04-27;18;
37727; ;2024-01-21;9;
37728; ;2024-05-12;3;
37729; ;2024-03-08;7;
37730; ;2024-05-28;5;
37731; ;2024-02-18;2;
37732; ;2024-01-23;8;25
37733; ;2024-03-31;1;
37734; ;2024-06-20;6;
37735; ;2024-03-28;37;
37736; ;2024-02-09;5;
37737; ;2024-01-27;5;
37738; ;2024-04-28;4;
37739; ;2024-05-12;4;72
37740; ;2024-03-27;24;
37741; ;2024-03-31;3;
37742; ;2024-03-23;9;
37743; ;2024-02-11;6;
37744; ;2024-03-06;7;
37745; ;2024-03-13;11;
37746; ;2024-01-16;3;
37747; ;2024-06-21;6;
37748; ;2024-03-01;17;
37749; ;2024-02-23;34;76
37750; ;2024-01-09;9;
37751; ;2024-06-13;5;
37752; ;2024-03-23;6;
37753; ;2024-03-23;5;
37754; ;2024-04-06;2;
37755; ;2024-03-12;6;63
37756; ;2024-04-18;2;
37757; ;2024-06-06;8;
37758; ;2024-04-10;3;
37759; ;2024-03-28;5;
37760; ;2024-06-21;13;
37761; ;2024-06-25;8;
37762; ;2024-05-01;6;
37763; ;2024-03-12;31;12
37764; ;2024-02-28;9;
37765; ;2024-01-14;5;
37766; ;2024-04-21;4;
37767; ;2024-06-06;2;
37768; ;2024-04-02;6;88
37769; ;2024-04-19;1;
37770; ;2024-03-03;10;
37771; ;2024-03-07;3;
37772; ;2024-02-04;5;
37773; ;2024-01-02;6;
37774; ;2024-01-26;7;
37775; ;2024-01-28;2;
37776; ;2024-06-08;5;
37777; ;2024-01-19;9;
37778; ;2024-06-10;1;20
37779; ;2024-02-08;19;
37780; ;2024-02-01;6;
37781; ;2024-04-22;13;
37782; ;2024-03-13;1;
37783; ;2024-02-09;14;
37784; ;2024-03-30;5;
37785; ;2024-06-03;21;
37786; ;2024-05-16;1;
37787; ;2024-01-03;10;
37788; ;2024-05-06;3;
37789; ;2024-05-12;21;
37790; ;2024-06-22;3;
37791; ;2024-03-29;13;
37792; ;2024-05-23;1;
37793; ;2024-01-20;4;
37794; ;2024-03-27;9;
37795; ;2024-01-26;2;
37796; ;2024-06-06;5;
37797; ;2024-01-30;7;
37798; ;2024-04-12;11;
37799; ;2024-06-09;4;
37800; ;2024-02-25;9;
37801; ;2024-05-01;8;
37802; ;2024-05-23;3;
37803; ;2024-04-15;2;
37804; ;2024-03-13;8;
37805; ;2024-05-07;10;
37806; ;2024-02-17;5;
37807; ;2024-05-16;7;
37808; ;2024-06-18;4;
37809; ;2024-03-05;5;
37810; ;2024-05-29;6;
37811; ;2024-06-28;7;
37812; ;2024-04-09;12;
37813; ;2024-04-11;6;
37814; ;2024-01-18;5;
37815; ;2024-06-20;7;
37816; ;2024-01-09;41;
37817; ;2024-02-29;4;
37818; ;2024-01-27;10;
37819; ;2024-03-30;40;
37820; ;2024-04-18;2;
37821; ;2024-03-10;5;
37822; ;2024-06-04;6;
37823; ;2024-03-25;4;
37824; ;2024-02-03;5;
37825; ;2024-02-08;12;
37826; ;2024-03-02;3;
37827; ;2024-06-30;7;
37828; ;2024-02-18;1;
37829; ;2024-05-01;8;
37830; ;2024-03-24;2;
37831; ;2024-05-23;11;
37832; ;2024-06-01;5;
37833; ;2024-04-05;2;
37834; ;2024-02-23;5;13
37835; ;2024-04-22;8;
37836; ;2024-02-21;7;
37837; ;2024-03-20;9;
37838; ;2024-04-24;7;
37839; ;2024-04-01;5;
37840; ;2024-03-31;4;
37841; ;2024-03-18;11;
37842; ;2024-01-17;27;
37843; ;2024-06-07;13;
37844; ;2024-03-10;5;
37845; ;2024-04-01;6;54
37846; ;2024-03-16;7;
37847; ;2024-06-19;5;
37848; ;2024-06-13;3;
37849; ;2024-01-20;2;
37850; ;2024-01-11;6;
37851; ;2024-05-21;6;40
37852; ;2024-01-11;5;
37853; ;2024-02-22;14;15
37854; ;2024-05-18;7;
37855; ;2024-01-09;9;
37856; ;2024-03-17;13;
37857; ;2024-04-27;2;
37858; ;2024-06-13;2;
37859; ;2024-06-05;4;
37860; ;2024-04-18;12;
37861; ;2024-01-03;5;50
37862; ;2024-06-17;7;
37863; ;2024-01-18;4;
37864; ;2024-02-25;2;
37865; ;2024-04-14;10;
37866; ;2024-01-28;5;
37867; ;2024-01-23;6;
37868; ;2024-04-22;13;
37869; ;2024-01-19;11;
37870; ;2024-04-17;4;
37871; ;2024-01-31;9;
37872; ;2024-04-20;27;31
37873; ;2024-06-01;8;
37874; ;2024-01-18;10;
37875; ;2024-05-27;15;
37876; ;2024-01-18;3;
37877; ;2024-06-25;2;
37878; ;2024-04-22;7;
37879; ;2024-03-17;3;
37880; ;2024-03-30;2;
37881; ;2024-02-21;22;
37882; ;2024-01-12;16;
37883; ;2024-02-12;1;
37884; ;2024-02-12;24;8
37885; ;2024-03-10;3;70
37886; ;2024-01-27;14;
37887; ;2024-05-25;3;
37888; ;2024-03-10;7;
37889; ;2024-06-27;17;
37890; ;2024-01-07;5;
37891; ;2024-02-20;5;62
37892; ;2024-06-19;2;
37893; ;2024-02-05;18;
37894; ;2024-01-17;4;
37895; ;2024-04-15;5;
37896; ;2024-05-01;41;
37897; ;2024-04-03;11;
37898; ;2024-05-02;12;
37899; ;2024-03-10;5;
37900; ;2024-02-15;10;
37901; ;2024-05-28;8;
37902; ;2024-01-26;14;
37903; ;2024-01-12;6;
37904; ;2024-01-13;2;
37905; ;2024-05-21;11;
37906; ;2024-03-10;15;
37907; ;2024-03-01;12;
37908; ;2024-03-24;2;
37909; ;2024-05-03;3;
37910; ;2024-05-16;8;
37911; ;2024-06-21;3;
37912; ;2024-01-31;8;
37913; ;2024-02-21;9;
37914; ;2024-03-25;4;
37915; ;2024-01-18;5;
37916; ;2024-05-08;14;
37917; ;2024-05-08;12;
37918; ;2024-01-10;1;
37919; ;2024-01-19;9;
37920; ;2024-06-21;3;
37921; ;2024-05-01;15;
37922; ;2024-06-13;6;
37923; ;2024-06-24;4;38
37924; ;2024-01-21;6;
37925; ;2024-02-16;10;
37926; ;2024-02-13;7;
37927; ;2024-06-23;3;
37928; ;2024-05-21;2;
37929; ;2024-02-17;12;
37930; ;2024-05-21;5;
37931; ;2024-01-17;3;
37932; ;2024-02-07;1;
37933; ;2024-05-20;17;
37934; ;2024-06-17;3;
37935; ;2024-05-26;9;
37936; ;2024-01-23;4;
37937; ;2024-04-29;20;
37938; ;2024-03-10;14;
37939; ;2024-02-26;2;100
37940; ;2024-01-20;4;
37941; ;2024-02-21;8;44
37942; ;2024-03-01;7;
37943; ;2024-05-30;4;
37944; ;2024-06-07;21;
37945; ;2024-02-12;13;50
37946; ;2024-04-13;15;
37947; ;2024-04-05;3;
37948; ;2024-06-07;3;
37949; ;2024-01-21;3;
37950; ;2024-05-15;11;
37951; ;2024-05-01;18;1
37952; ;2024-04-01;16;
37953; ;2024-06-14;10;70
37954; ;2024-04-08;18;
37955; ;2024-01-30;6;
37956; ;2024-05-15;3;
37957; ;2024-04-21;5;
37958; ;2024-03-05;9;
37959; ;2024-01-17;16;
37960; ;2024-03-01;2;
37961; ;2024-06-18;12;
37962; ;2024-03-28;10;
37963; ;2024-03-09;8;
37964; ;2024-05-03;2;
37965; ;2024-03-27;8;
37966; ;2024-04-07;3;
37967; ;2024-03-14;5;
37968; ;2024-02-07;3;38
37969; ;2024-01-25;5;
37970; ;2024-06-21;8;
37971; ;2024-04-30;2;
37972; ;2024-01-04;19;
37973; ;2024-04-18;4;
37974; ;2024-06-23;1;
37975; ;2024-03-18;4;
37976; ;2024-03-15;1;
37977; ;2024-05-16;5;
37978; ;2024-03-06;9;
37979; ;2024-01-27;5;
37980; ;2024-03-24;2;
37981; ;2024-05-18;4;
37982; ;2024-03-09;2;
37983; ;2024-03-17;7;
37984; ;2024-04-07;13;
37985; ;2024-01-05;4;
37986; ;2024-03-21;17;
37987; ;2024-01-14;3;36
37988; ;2024-05-25;14;
37989; ;2024-01-19;11;
37990; ;2024-01-15;3;
37991; ;2024-03-22;5;
37992; ;2024-05-11;3;
37993; ;2024-06-15;10;
37994; ;2024-06-08;2;
37995; ;2024-01-29;6;
37996; ;2024-01-09;1;
37997; ;2024-03-12;34;
37998; ;2024-03-20;11;
37999; ;2024-01-30;25;
38000; ;2024-06-10;3;
38001; ;2024-06-30;10;
38002; ;2024-02-17;10;
38003; ;2024-01-20;13;
38004; ;2024-02-03;3;
38005; ;2024-03-03;5;
38006; ;2024-05-29;3;
38007; ;2024-05-07;8;
38008; ;2024-02-16;9;
38009; ;2024-02-28;7;
38010; ;2024-05-23;16;
38011; ;2024-06-09;15;
38012; ;2024-06-04;14;
38013; ;2024-01-24;10;
38014; ;2024-02-18;19;
38015; ;2024-03-21;5;
38016; ;2024-04-04;8;
38017; ;2024-04-01;11;
38018; ;2024-04-04;10;
38019; ;2024-01-04;16;
38020; ;2024-06-22;3;18
38021; ;2024-01-04;10;
38022; ;2024-01-12;5;93
38023; ;2024-04-15;4;
38024; ;2024-04-04;4;
38025; ;2024-02-26;4;
38026; ;2024-05-21;21;
38027; ;2024-06-21;1;
38028; ;2024-06-18;12;
38029; ;2024-01-09;9;
38030; ;2024-05-17;9;
38031; ;2024-03-24;9;
38032; ;2024-04-06;13;
38033; ;2024-06-08;10;
38034; ;2024-03-21;2;
38035; ;2024-03-30;19;
38036; ;2024-04-02;13;
38037; ;2024-05-31;6;
38038; ;2024-06-24;8;
38039; ;2024-05-18;12;
38040; ;2024-02-22;16;54
38041; ;2024-02-19;8;
38042; ;2024-01-14;18;
38043; ;2024-06-14;12;
38044; ;2024-02-25;4;
38045; ;2024-03-01;18;
38046; ;2024-02-17;1;
38047; ;2024-02-13;21;
38048; ;2024-01-22;4;22
38049; ;2024-05-17;18;
38050; ;2024-02-24;6;84
38051; ;2024-04-30;23;
38052; ;2024-05-12;2;
38053; ;2024-04-10;8;
38054; ;2024-01-30;19;
38055; ;2024-01-11;15;
38056; ;2024-06-11;17;
38057; ;2024-04-30;2;
38058; ;2024-04-02;15;
38059; ;2024-05-25;8;62
38060; ;2024-05-17;3;
38061; ;2024-02-05;3;
38062; ;2024-02-07;19;
38063; ;2024-06-18;12;
38064; ;2024-02-18;8;
38065; ;2024-06-24;3;
38066; ;2024-01-22;12;
38067; ;2024-01-31;4;
38068; ;2024-05-12;3;
38069; ;2024-01-16;6;
38070; ;2024-06-25;33;
38071; ;2024-04-30;13;
38072; ;2024-04-20;2;
38073; ;2024-03-07;2;
38074; ;2024-03-20;4;
38075; ;2024-02-12;26;11
38076; ;2024-02-27;5;
38077; ;2024-01-20;30;
38078; ;2024-02-07;11;
38079; ;2024-05-04;17;
38080; ;2024-02-17;8;7
38081; ;2024-06-01;5;
38082; ;2024-03-10;7;
38083; ;2024-02-15;4;82
38084; ;2024-01-31;16;
38085; ;2024-06-30;7;
38086; ;2024-02-15;5;
38087; ;2024-01-15;29;
38088; ;2024-06-02;26;
38089; ;2024-02-07;6;
38090; ;2024-02-20;18;
38091; ;2024-05-10;36;
38092; ;2024-05-18;9;
38093; ;2024-03-08;1;
38094; ;2024-02-29;3;
38095; ;2024-06-05;23;
38096; ;2024-02-01;30;
38097; ;2024-04-06;3;
38098; ;2024-04-12;14;
38099; ;2024-03-07;35;
38100; ;2024-06-11;8;86
38101; ;2024-04-20;4;
38102; ;2024-01-08;9;
38103; ;2024-03-20;19;
38104; ;2024-04-01;6;
38105; ;2024-01-10;7;
38106; ;2024-01-18;31;
38107; ;2024-05-21;17;
38108; ;2024-02-26;8;
38109; ;2024-03-27;4;
38110; ;2024-01-07;4;
38111; ;2024-01-05;6;
38112; ;2024-02-14;16;
38113; ;2024-03-02;3;
38114; ;2024-02-04;2;
38115; ;2024-03-27;21;
38116; ;2024-03-06;18;
38117; ;2024-02-14;12;
38118; ;2024-04-30;38;
38119; ;2024-06-30;25;42
38120; ;2024-06-25;5;
38121; ;2024-04-15;1;
38122; ;2024-04-27;18;56
38123; ;2024-04-06;22;
38124; ;2024-05-21;8;
38125; ;2024-03-30;16;
38126; ;2024-01-31;8;
38127; ;2024-03-11;3;
38128; ;2024-02-29;13;
38129; ;2024-01-09;15;
38130; ;2024-02-15;9;42
38131; ;2024-02-15;5;
38132; ;2024-02-28;7;
38133; ;2024-06-09;17;
38134; ;2024-01-28;14;
38135; ;2024-02-29;4;
38136; ;2024-06-19;44;
38137; ;2024-01-03;3;
38138; ;2024-02-22;49;
38139; ;2024-01-12;14;
38140; ;2024-03-18;6;
38141; ;2024-04-03;3;14
38142; ;2024-05-31;7;
38143; ;2024-04-10;3;74
38144; ;2024-06-24;14;
38145; ;2024-03-26;1;6
38146; ;2024-04-14;16;
38147; ;2024-01-29;1;
38148; ;2024-02-29;14;
38149; ;2024-03-12;25;
38150; ;2024-05-21;7;11
38151; ;2024-06-15;42;
38152; ;2024-04-05;11;
38153; ;2024-05-02;5;
38154; ;2024-01-07;20;
38155; ;2024-05-18;2;
38156; ;2024-02-26;18;
38157; ;2024-03-20;3;
38158; ;2024-05-19;24;
38159; ;2024-02-29;9;
38160; ;2024-01-31;8;
38161; ;2024-03-18;2;
38162; ;2024-05-20;6;
38163; ;2024-03-27;2;
38164; ;2024-02-27;30;
38165; ;2024-01-20;16;76
38166; ;2024-05-06;4;
38167; ;2024-01-25;2;
38168; ;2024-01-31;3;
38169; ;2024-06-25;29;
38170; ;2024-04-29;13;
38171; ;2024-05-06;23;
38172; ;2024-06-04;11;
38173; ;2024-02-06;14;
38174; ;2024-03-07;19;
38175; ;2024-03-21;3;
38176; ;2024-03-27;1;
38177; ;2024-02-17;4;
38178; ;2024-05-28;3;
38179; ;2024-02-17;13;
38180; ;2024-02-01;8;
38181; ;2024-04-02;7;
38182; ;2024-04-15;4;
38183; ;2024-01-08;6;
38184; ;2024-01-02;7;
38185; ;2024-06-28;13;
38186; ;2024-05-09;16;
38187; ;2024-05-23;10;
38188; ;2024-02-24;14;
38189; ;2024-03-08;25;
38190; ;2024-02-03;11;
38191; ;2024-02-08;22;
38192; ;2024-06-14;13;
38193; ;2024-05-08;17;
38194; ;2024-03-15;9;
38195; ;2024-06-08;12;
38196; ;2024-01-22;24;
38197; ;2024-04-06;7;
38198; ;2024-03-20;4;
38199; ;2024-05-22;25;
38200; ;2024-04-02;10;
38201; ;2024-06-08;11;11
38202; ;2024-01-15;7;
38203; ;2024-05-25;23;
38204; ;2024-04-11;15;
38205; ;2024-02-16;29;
38206; ;2024-02-04;12;
38207; ;2024-06-26;26;
38208; ;2024-02-04;7;
38209; ;2024-01-24;29;
38210; ;2024-02-01;3;
38211; ;2024-03-15;5;66
38212; ;2024-05-14;11;
38213; ;2024-02-06;12;
38214; ;2024-05-29;2;
38215; ;2024-01-04;2;
38216; ;2024-04-12;4;
38217; ;2024-05-31;9;
38218; ;2024-04-09;10;
38219; ;2024-02-25;5;
38220; ;2024-02-04;10;
38221; ;2024-01-16;8;
38222; ;2024-01-27;13;
38223; ;2024-01-04;15;46
38224; ;2024-04-11;1;
38225; ;2024-05-14;21;
38226; ;2024-02-12;7;
38227; ;2024-01-26;3;
38228; ;2024-04-17;28;
38229; ;2024-02-06;13;35
38230; ;2024-03-25;8;
38231; ;2024-01-08;11;
38232; ;2024-01-26;24;
38233; ;2024-02-26;8;
38234; ;2024-01-16;27;
38235; ;2024-04-07;4;
38236; ;2024-01-19;5;
38237; ;2024-06-10;6;
38238; ;2024-02-02;4;
38239; ;2024-01-07;4;
38240; ;2024-05-02;11;
38241; ;2024-01-03;21;
38242; ;2024-05-03;20;
38243; ;2024-01-20;11;
38244; ;2024-05-27;9;
38245; ;2024-01-27;8;
38246; ;2024-01-29;9;
38247; ;2024-05-06;9;43
38248; ;2024-01-31;3;
38249; ;2024-05-15;7;
38250; ;2024-02-03;4;
38251; ;2024-04-29;21;
38252; ;2024-05-04;8;
38253; ;2024-02-11;6;
38254; ;2024-05-17;7;
38255; ;2024-05-08;5;
38256; ;2024-05-05;9;
38257; ;2024-05-22;12;
38258; ;2024-05-05;6;
38259; ;2024-02-26;3;
38260; ;2024-02-27;9;61
38261; ;2024-05-24;5;
38262; ;2024-04-02;22;
38263; ;2024-02-06;3;
38264; ;2024-02-13;3;
38265; ;2024-03-24;19;
38266; ;2024-03-30;4;
38267; ;2024-06-05;5;
38268; ;2024-04-24;17;
38269; ;2024-06-20;16;62
38270; ;2024-05-30;17;
38271; ;2024-03-31;4;
38272; ;2024-01-26;1;91
38273; ;2024-03-24;12;
38274; ;2024-04-10;9;
38275; ;2024-06-21;10;
38276; ;2024-04-22;7;
38277; ;2024-05-09;7;
38278; ;2024-02-22;8;
38279; ;2024-02-13;17;
38280; ;2024-06-30;3;
38281; ;2024-05-31;7;
38282; ;2024-05-23;6;
38283; ;2024-05-08;14;
38284; ;2024-05-24;16;
38285; ;2024-06-19;12;
38286; ;2024-05-10;10;
38287; ;2024-03-23;4;
38288; ;2024-01-20;10;
38289; ;2024-06-22;15;
38290; ;2024-01-04;13;
38291; ;2024-05-01;22;
38292; ;2024-04-20;17;
38293; ;2024-04-10;7;
38294; ;2024-05-28;7;17
38295; ;2024-02-21;19;
38296; ;2024-03-05;1;35
38297; ;2024-03-25;11;
38298; ;2024-06-25;6;43
38299; ;2024-01-22;2;
38300; ;2024-03-07;4;
38301; ;2024-06-22;33;
38302; ;2024-01-02;14;
38303; ;2024-03-17;2;
38304; ;2024-05-10;11;
38305; ;2024-04-25;3;
38306; ;2024-04-29;19;
38307; ;2024-02-14;17;
38308; ;2024-02-20;14;38
38309; ;2024-02-28;17;
38310; ;2024-03-14;7;
38311; ;2024-04-13;6;
38312; ;2024-03-07;14;
38313; ;2024-03-05;17;
38314; ;2024-04-09;7;
38315; ;2024-02-14;3;
38316; ;2024-04-19;2;2
38317; ;2024-04-13;9;
38318; ;2024-04-27;11;
38319; ;2024-01-21;8;
38320; ;2024-03-12;10;
38321; ;2024-06-23;9;
38322; ;2024-05-16;12;
38323; ;2024-05-01;3;
38324; ;2024-01-26;11;
38325; ;2024-01-25;6;
38326; ;2024-06-23;6;32
38327; ;2024-06-04;16;
38328; ;2024-04-19;6;93
38329; ;2024-01-31;4;
38330; ;2024-05-02;2;
38331; ;2024-04-11;24;
38332; ;2024-05-28;4;
38333; ;2024-05-26;18;
38334; ;2024-05-26;5;
38335; ;2024-01-02;5;39
38336; ;2024-02-11;22;
38337; ;2024-04-04;11;
38338; ;2024-03-08;12;
38339; ;2024-04-27;2;
38340; ;2024-04-29;5;
38341; ;2024-05-10;3;
38342; ;2024-03-28;4;
38343; ;2024-03-21;6;
38344; ;2024-05-02;5;
38345; ;2024-01-17;4;
38346; ;2024-03-19;5;14
38347; ;2024-02-05;5;
38348; ;2024-05-30;3;
38349; ;2024-02-14;5;
38350; ;2024-05-30;1;
38351; ;2024-06-17;13;
38352; ;2024-05-12;6;17
38353; ;2024-06-29;4;
38354; ;2024-01-25;2;
38355; ;2024-03-24;3;
38356; ;2024-05-16;21;
38357; ;2024-04-15;10;
38358; ;2024-06-11;8;80
38359; ;2024-03-05;22;
38360; ;2024-05-12;8;
38361; ;2024-02-28;4;
38362; ;2024-04-29;3;
38363; ;2024-01-11;4;
38364; ;2024-03-13;19;
38365; ;2024-04-21;9;49
38366; ;2024-05-10;2;
38367; ;2024-06-05;3;
38368; ;2024-06-01;1;
38369; ;2024-04-18;18;
38370; ;2024-03-17;4;60
38371; ;2024-03-12;4;
38372; ;2024-03-20;7;
38373; ;2024-02-23;8;
38374; ;2024-02-23;17;
38375; ;2024-02-23;4;
38376; ;2024-02-13;5;
38377; ;2024-03-13;3;
38378; ;2024-06-17;3;
38379; ;2024-02-15;10;
38380; ;2024-05-13;4;
38381; ;2024-01-02;20;
38382; ;2024-01-25;4;
38383; ;2024-04-06;4;
38384; ;2024-01-21;3;
38385; ;2024-06-21;4;
38386; ;2024-05-29;46;
38387; ;2024-03-16;7;
38388; ;2024-05-18;3;
38389; ;2024-01-17;9;15
38390; ;2024-03-20;2;
38391; ;2024-06-13;13;
38392; ;2024-06-24;5;
38393; ;2024-04-08;8;
38394; ;2024-05-22;4;
38395; ;2024-05-17;3;
38396; ;2024-03-09;19;
38397; ;2024-02-14;12;
38398; ;2024-04-10;3;
38399; ;2024-02-24;7;
38400; ;2024-05-25;4;
38401; ;2024-05-10;5;
38402; ;2024-03-12;8;
38403; ;2024-01-18;10;
38404; ;2024-05-25;6;
38405; ;2024-05-19;8;
38406; ;2024-05-25;14;
38407; ;2024-01-02;2;
38408; ;2024-03-08;6;
38409; ;2024-04-03;7;
38410; ;2024-06-26;9;
38411; ;2024-01-08;13;
38412; ;2024-06-11;15;
38413; ;2024-02-12;2;
38414; ;2024-06-23;11;19
38415; ;2024-02-19;5;78
38416; ;2024-02-01;11;
38417; ;2024-03-08;10;
38418; ;2024-03-02;12;
38419; ;2024-05-10;18;
38420; ;2024-01-25;7;90
38421; ;2024-02-25;4;
38422; ;2024-01-20;11;
38423; ;2024-06-26;9;
38424; ;2024-05-22;13;
38425; ;2024-06-28;3;
38426; ;2024-05-05;5;
38427; ;2024-06-15;5;
38428; ;2024-03-07;1;
38429; ;2024-01-04;6;95
38430; ;2024-06-22;6;
38431; ;2024-03-12;19;
38432; ;2024-03-15;4;
38433; ;2024-06-03;8;
38434; ;2024-02-20;30;
38435; ;2024-06-11;37;
38436; ;2024-05-03;6;
38437; ;2024-01-03;4;
38438; ;2024-05-03;12;
38439; ;2024-06-29;20;
38440; ;2024-02-25;12;
38441; ;2024-04-07;8;
38442; ;2024-06-27;10;
38443; ;2024-02-10;4;
38444; ;2024-06-07;33;39
38445; ;2024-05-30;8;20
38446; ;2024-03-05;13;26
38447; ;2024-03-11;8;
38448; ;2024-01-19;8;
38449; ;2024-03-21;10;
38450; ;2024-06-13;28;
38451; ;2024-01-24;5;
38452; ;2024-06-15;4;38
38453; ;2024-03-04;11;
38454; ;2024-01-21;6;
38455; ;2024-04-03;9;
38456; ;2024-06-21;8;
38457; ;2024-02-02;2;
38458; ;2024-05-19;8;
38459; ;2024-04-19;1;
38460; ;2024-03-12;18;
38461; ;2024-03-02;23;
38462; ;2024-06-20;4;
38463; ;2024-03-01;5;
38464; ;2024-05-15;3;
38465; ;2024-03-02;4;
38466; ;2024-01-21;8;
38467; ;2024-01-03;12;
38468; ;2024-01-15;5;
38469; ;2024-02-03;2;
38470; ;2024-06-02;7;
38471; ;2024-01-06;9;
38472; ;2024-04-16;13;
38473; ;2024-03-02;11;
38474; ;2024-03-28;5;
38475; ;2024-06-27;21;
38476; ;2024-03-14;5;
38477; ;2024-03-09;3;
38478; ;2024-01-10;11;
38479; ;2024-03-25;2;
38480; ;2024-04-19;5;
38481; ;2024-05-22;9;
38482; ;2024-04-03;13;
38483; ;2024-04-26;5;
38484; ;2024-02-13;5;
38485; ;2024-03-01;5;
38486; ;2024-03-01;1;
38487; ;2024-03-23;8;
38488; ;2024-05-24;6;
38489; ;2024-02-07;19;
38490; ;2024-04-17;6;
38491; ;2024-02-16;16;
38492; ;2024-06-23;15;97
38493; ;2024-05-08;1;
38494; ;2024-04-21;10;
38495; ;2024-01-10;13;
38496; ;2024-02-08;11;8
38497; ;2024-06-19;1;
38498; ;2024-03-12;10;
38499; ;2024-04-11;3;
38500; ;2024-03-04;10;
38501; ;2024-02-13;10;
38502; ;2024-05-31;5;
38503; ;2024-06-21;8;
38504; ;2024-03-03;18;
38505; ;2024-01-25;13;
38506; ;2024-02-06;9;
38507; ;2024-02-16;4;
38508; ;2024-03-26;12;13
38509; ;2024-05-12;2;
38510; ;2024-06-20;5;
38511; ;2024-03-08;10;
38512; ;2024-06-29;13;
38513; ;2024-05-06;10;
38514; ;2024-04-29;24;
38515; ;2024-06-23;5;
38516; ;2024-01-08;20;4
38517; ;2024-06-04;22;
38518; ;2024-03-05;12;
38519; ;2024-04-05;10;
38520; ;2024-05-25;10;
38521; ;2024-01-02;1;
38522; ;2024-05-19;6;
38523; ;2024-04-25;11;7
38524; ;2024-04-29;39;
38525; ;2024-03-19;7;
38526; ;2024-05-15;4;
38527; ;2024-04-18;2;
38528; ;2024-03-16;4;
38529; ;2024-02-26;3;26
38530; ;2024-04-18;11;
38531; ;2024-06-05;7;
38532; ;2024-01-28;18;26
38533; ;2024-03-01;3;
38534; ;2024-05-30;6;90
38535; ;2024-03-14;14;
38536; ;2024-06-03;11;
38537; ;2024-02-07;5;22
38538; ;2024-04-03;4;
38539; ;2024-06-25;9;
38540; ;2024-03-21;12;
